states,year,quarter,district,trans_counts,amount,registered_user_counts,level
andhra-pradesh,2021,2,east godavari district,31717908.0,74604325863.66068,2006272,district_map
andhra-pradesh,2021,2,srikakulam district,13546232.0,32298129544.54086,837958,district_map
andhra-pradesh,2021,2,spsr nellore district,30290406.0,72283071757.09679,1176334,district_map
andhra-pradesh,2021,2,vizianagaram district,12689494.0,29140685236.830723,729509,district_map
andhra-pradesh,2021,2,visakhapatnam district,54390299.0,114439012713.3533,2526830,district_map
andhra-pradesh,2021,2,prakasam district,19944047.0,54535328043.04135,1151232,district_map
andhra-pradesh,2021,2,anantapur district,25123346.0,60987487571.27991,1492738,district_map
andhra-pradesh,2021,2,ysr district,18457361.0,52523527031.02133,1103004,district_map
andhra-pradesh,2021,2,west godavari district,20950964.0,57233116236.187965,1339377,district_map
andhra-pradesh,2021,2,kurnool district,21972396.0,56659287474.9958,1415585,district_map
andhra-pradesh,2021,2,chittoor district,34344902.0,73654690122.43158,1870723,district_map
andhra-pradesh,2021,2,guntur district,32968819.0,82356914463.83287,1968681,district_map
andhra-pradesh,2021,2,krishna district,36370960.0,90021923049.96454,2002662,district_map
andhra-pradesh,2021,3,east godavari district,39572714.0,89380370072.7078,2150622,district_map
andhra-pradesh,2021,3,srikakulam district,15639768.0,34836400769.87681,902008,district_map
andhra-pradesh,2021,3,spsr nellore district,34411958.0,77839676988.30869,1263550,district_map
andhra-pradesh,2021,3,vizianagaram district,14510005.0,31383541628.21252,784444,district_map
andhra-pradesh,2021,3,visakhapatnam district,69220981.0,136945652159.2651,2707931,district_map
andhra-pradesh,2021,3,prakasam district,24116580.0,63367713446.92805,1239147,district_map
andhra-pradesh,2021,3,anantapur district,30366444.0,70291248155.64975,1606735,district_map
andhra-pradesh,2021,3,ysr district,22439316.0,60683557724.65233,1183377,district_map
andhra-pradesh,2021,3,west godavari district,26245039.0,66647238455.1675,1436576,district_map
andhra-pradesh,2021,3,kurnool district,26377809.0,62527453761.59808,1522196,district_map
andhra-pradesh,2021,3,chittoor district,42628568.0,89371931753.04831,2007011,district_map
andhra-pradesh,2021,3,guntur district,41675093.0,96525353090.12306,2110878,district_map
andhra-pradesh,2021,3,krishna district,44828275.0,104417897558.5897,2145423,district_map
andhra-pradesh,2021,4,east godavari district,48992531.0,106725597026.00352,2294347,district_map
andhra-pradesh,2021,4,srikakulam district,18501857.0,39713657870.15512,965335,district_map
andhra-pradesh,2021,4,spsr nellore district,41921081.0,92256405076.26547,1349290,district_map
andhra-pradesh,2021,4,vizianagaram district,17253059.0,36577529464.968704,839606,district_map
andhra-pradesh,2021,4,visakhapatnam district,82711538.0,159530099772.73468,2888774,district_map
andhra-pradesh,2021,4,prakasam district,27858275.0,71323060008.47623,1325728,district_map
andhra-pradesh,2021,4,anantapur district,36129136.0,81239787006.64764,1719437,district_map
andhra-pradesh,2021,4,ysr district,26340348.0,69081850069.2033,1262963,district_map
andhra-pradesh,2021,4,west godavari district,33235175.0,81292461575.08183,1532898,district_map
andhra-pradesh,2021,4,kurnool district,31782248.0,73968947669.64754,1628242,district_map
andhra-pradesh,2021,4,chittoor district,51119640.0,103985734663.7351,2141818,district_map
andhra-pradesh,2021,4,guntur district,50919286.0,115553993673.1733,2252443,district_map
andhra-pradesh,2021,4,krishna district,55489829.0,125015323207.8983,2288148,district_map
andhra-pradesh,2022,1,east godavari district,54738830.0,121067103712.7956,2432305,district_map
andhra-pradesh,2022,1,srikakulam district,20990782.0,46898912115.649216,1027283,district_map
andhra-pradesh,2022,1,spsr nellore district,47645702.0,104895571602.1398,1431664,district_map
andhra-pradesh,2022,1,vizianagaram district,19278262.0,41994853361.58878,892889,district_map
andhra-pradesh,2022,1,visakhapatnam district,88233362.0,170120350591.26,3061324,district_map
andhra-pradesh,2022,1,prakasam district,31340975.0,79494373254.71565,1408929,district_map
andhra-pradesh,2022,1,anantapur district,40613148.0,90197023268.43823,1827094,district_map
andhra-pradesh,2022,1,ysr district,29783739.0,78421693518.90942,1339782,district_map
andhra-pradesh,2022,1,west godavari district,37271259.0,92397939903.6094,1626039,district_map
