states,year,quarter,district,trans_counts,amount,registered_user_counts,level
haryana,2019,4,faridabad,5358174.0,7782346423.807224,862595.0,district_top
haryana,2019,4,rewari,1538398.0,2831585559.795183,294161.0,district_top
haryana,2019,4,panipat,1437677.0,3870819294.7898273,262435.0,district_top
haryana,2019,4,rohtak,1428337.0,4158625641.792381,209750.0,district_top
haryana,2019,4,sonipat,1368457.0,3347168252.768132,291479.0,district_top
haryana,2019,4,hisar,1309901.0,3351369912.8069725,339753.0,district_top
haryana,2019,4,karnal,1280457.0,3322975421.6792207,255280.0,district_top
haryana,2019,4,palwal,1273274.0,2370503274.367792,209434.0,district_top
haryana,2019,4,jhajjar,965474.0,2147473030.3808527,206377.0,district_top
haryana,2020,1,gurugram,16484737.0,21152356889.05249,1700505.0,district_top
haryana,2020,1,faridabad,5840117.0,8881105700.091959,935992.0,district_top
haryana,2020,1,sonipat,2016893.0,5091258326.483329,325111.0,district_top
haryana,2020,1,rohtak,1803076.0,5175066327.070365,231317.0,district_top
haryana,2020,1,panipat,1781967.0,4661669007.426311,293916.0,district_top
haryana,2020,1,rewari,1747564.0,3142595798.451386,323001.0,district_top
haryana,2020,1,palwal,1613263.0,3109146806.57809,233542.0,district_top
haryana,2020,1,karnal,1579733.0,4003478768.7248425,283270.0,district_top
haryana,2020,1,hisar,1533724.0,3820470010.4559903,382469.0,district_top
haryana,2020,1,mewat,1241283.0,3154872672.0695763,,district_top
haryana,2020,2,gurugram,11284856.0,14426170120.90345,1809777.0,district_top
haryana,2020,2,faridabad,5775792.0,8177450074.37961,1010271.0,district_top
haryana,2020,2,palwal,2090627.0,3788124543.124005,259528.0,district_top
haryana,2020,2,sonipat,2067865.0,5016220638.103822,362890.0,district_top
haryana,2020,2,rohtak,2050920.0,5946541938.9652815,254647.0,district_top
haryana,2020,2,rewari,2022132.0,3582603328.500936,354024.0,district_top
haryana,2020,2,panipat,2011582.0,5207544726.945989,324833.0,district_top
haryana,2020,2,hisar,1644838.0,4146210408.44509,417164.0,district_top
haryana,2020,2,karnal,1629574.0,4045109843.202601,313828.0,district_top
haryana,2020,2,mewat,1598705.0,3658746771.705061,,district_top
haryana,2020,3,gurugram,18098421.0,23437360421.86216,1949331.0,district_top
haryana,2020,3,faridabad,8700173.0,13490214442.58587,1094570.0,district_top
haryana,2020,3,rewari,3041169.0,5346067429.247877,388025.0,district_top
haryana,2020,3,sonipat,2922945.0,7024743099.006163,402001.0,district_top
haryana,2020,3,palwal,2672871.0,4869775358.80177,285223.0,district_top
haryana,2020,3,panipat,2334545.0,5809998640.786768,357830.0,district_top
haryana,2020,3,hisar,2209518.0,5761605477.767697,453910.0,district_top
haryana,2020,3,mewat,2107221.0,5099537212.926384,,district_top
haryana,2020,3,karnal,1955755.0,4578348863.2612,344289.0,district_top
haryana,2020,3,rohtak,1740356.0,4643691557.73987,280325.0,district_top
haryana,2020,4,gurugram,28192581.0,35629614077.0103,2104240.0,district_top
haryana,2020,4,faridabad,12149079.0,19603646063.14785,1182635.0,district_top
haryana,2020,4,rewari,4329508.0,8169865745.127572,421106.0,district_top
haryana,2020,4,sonipat,3721622.0,9010603701.960869,441088.0,district_top
haryana,2020,4,palwal,3692902.0,7333424919.06859,310698.0,district_top
haryana,2020,4,hisar,3190398.0,8738948858.681065,490971.0,district_top
haryana,2020,4,panipat,3059943.0,7874714735.936348,391952.0,district_top
haryana,2020,4,mewat,2948645.0,7484819524.783331,,district_top
haryana,2020,4,karnal,2527301.0,6152410695.701475,374733.0,district_top
haryana,2020,4,jhajjar,2429140.0,5544973431.463554,313144.0,district_top
haryana,2021,1,gurugram,31719830.0,39350276708.73313,2262589.0,district_top
haryana,2021,1,faridabad,12970900.0,21241648453.91784,1272506.0,district_top
haryana,2021,1,rewari,4385531.0,8303713646.79833,453500.0,district_top
haryana,2021,1,sonipat,4353956.0,9992974986.499811,475192.0,district_top
haryana,2021,1,palwal,3641453.0,7214450169.004797,335048.0,district_top
haryana,2021,1,hisar,3294765.0,8859730937.006823,526528.0,district_top
haryana,2021,1,panipat,3288095.0,7866864997.406405,423131.0,district_top
haryana,2021,1,mewat,3236320.0,8671355565.335659,,district_top
haryana,2021,1,karnal,2822406.0,6379825746.570849,402850.0,district_top
haryana,2021,1,rohtak,2708295.0,6792159646.748035,329147.0,district_top
haryana,2021,2,gurugram,32311326.0,39938868048.39105,2416391.0,district_top
haryana,2021,2,faridabad,14467773.0,23831325859.81366,1360855.0,district_top
haryana,2021,2,sonipat,5818055.0,12924700817.49342,510058.0,district_top
haryana,2021,2,rewari,5377720.0,9762169802.614033,485784.0,district_top
haryana,2021,2,panipat,4781725.0,10716524259.18295,454218.0,district_top
haryana,2021,2,palwal,4765916.0,9533885152.800253,359544.0,district_top
haryana,2021,2,hisar,4588374.0,11866795026.6516,564047.0,district_top
haryana,2021,2,mewat,4011429.0,9985192715.597248,,district_top
haryana,2021,2,rohtak,3586587.0,8769888644.596024,353305.0,district_top
haryana,2021,2,karnal,3501189.0,7822099240.647442,432042.0,district_top
haryana,2021,3,gurugram,47680658.0,55914389975.07391,2589324.0,district_top
haryana,2021,3,faridabad,19367342.0,30608591108.26096,1459758.0,district_top
haryana,2021,3,rewari,7225396.0,12146892237.73043,522734.0,district_top
haryana,2021,3,sonipat,7173052.0,14357121849.97747,549613.0,district_top
haryana,2021,3,panipat,6120958.0,12577188571.75668,489226.0,district_top
haryana,2021,3,palwal,5875612.0,10372287086.18314,387557.0,district_top
haryana,2021,3,hisar,5215891.0,12437366867.17138,606513.0,district_top
haryana,2021,3,mewat,5054460.0,11174788500.588173,,district_top
haryana,2021,3,rohtak,4615616.0,10168683402.047,380370.0,district_top
haryana,2021,3,karnal,4403307.0,8835919266.381252,464990.0,district_top
haryana,2021,4,gurugram,56754843.0,69593103272.65858,2764490.0,district_top
haryana,2021,4,faridabad,23169872.0,38292223252.23201,1559756.0,district_top
haryana,2021,4,sonipat,8588386.0,18170993284.93904,588700.0,district_top
haryana,2021,4,rewari,8487387.0,15492946892.60811,559494.0,district_top
haryana,2021,4,panipat,7419868.0,16276012822.87931,523678.0,district_top
haryana,2021,4,palwal,7384842.0,13860018394.65787,415495.0,district_top
haryana,2021,4,mewat,6907605.0,14906046920.12625,,district_top
haryana,2021,4,hisar,6193863.0,16081687128.15365,648827.0,district_top
haryana,2021,4,rohtak,5544335.0,13098837015.965273,407245.0,district_top
haryana,2021,4,karnal,5416815.0,11527031601.801607,497166.0,district_top
haryana,2022,1,gurugram,63282822.0,77508209556.89508,2929873.0,district_top
haryana,2022,1,faridabad,25918817.0,42896865210.61576,1654074.0,district_top
haryana,2022,1,sonipat,9614092.0,19484490398.321854,626016.0,district_top
haryana,2022,1,rewari,9346086.0,16678823765.17647,595001.0,district_top
haryana,2022,1,panipat,9264902.0,19020193908.56442,556104.0,district_top
haryana,2022,1,mewat,8788025.0,17806136968.70603,,district_top
haryana,2022,1,palwal,8401353.0,15280812571.29576,441872.0,district_top
haryana,2022,1,hisar,7216543.0,18068574001.48486,689980.0,district_top
haryana,2022,1,rohtak,6268896.0,14421297234.32816,432623.0,district_top
haryana,2022,1,karnal,6097787.0,12324299904.9071,527415.0,district_top
haryana,2022,2,gurugram,79880852.0,92145454120.45724,3088176.0,district_top
haryana,2022,2,faridabad,30409719.0,48406473821.004944,1743764.0,district_top
haryana,2022,2,sonipat,11943138.0,22987659569.92809,661278.0,district_top
haryana,2022,2,rewari,11224593.0,19046645607.85733,628614.0,district_top
haryana,2022,2,panipat,10820296.0,21066063900.647213,587006.0,district_top
haryana,2022,2,mewat,10609222.0,20575618595.50345,,district_top
haryana,2022,2,palwal,9782307.0,17323076797.70682,466861.0,district_top
haryana,2022,2,hisar,8798889.0,20864338832.46772,727942.0,district_top
haryana,2022,2,rohtak,7714114.0,16685032554.576132,456537.0,district_top
haryana,2022,2,karnal,7462000.0,14355989091.56626,555939.0,district_top
haryana,2022,3,gurugram,87103856.0,99360193857.466,3251792.0,district_top
haryana,2022,3,faridabad,31002825.0,46163415393.39194,1837594.0,district_top
haryana,2022,3,sonipat,16738938.0,29152136081.76558,697349.0,district_top
haryana,2022,3,hisar,15314209.0,30005386061.11854,766206.0,district_top
haryana,2022,3,panipat,13837300.0,24633921100.88529,618937.0,district_top
haryana,2022,3,rewari,12015067.0,19436985212.741524,663418.0,district_top
haryana,2022,3,palwal,11032395.0,17956834811.92096,492837.0,district_top
haryana,2022,3,mewat,10832560.0,19134475751.35768,,district_top
haryana,2022,3,rohtak,9939686.0,18965127888.07127,481082.0,district_top
haryana,2022,3,karnal,9139842.0,16912349321.59309,584928.0,district_top
haryana,2022,4,gurugram,92493335.0,107046551341.7809,3416098.0,district_top
haryana,2022,4,faridabad,33161524.0,49923713557.162994,1930743.0,district_top
haryana,2022,4,sonipat,17683407.0,32605509131.38688,731324.0,district_top
haryana,2022,4,hisar,16862076.0,34368965296.500374,801156.0,district_top
haryana,2022,4,rohtak,14350357.0,27248544247.19378,504058.0,district_top
haryana,2022,4,rewari,13324092.0,22585777499.591312,696113.0,district_top
haryana,2022,4,palwal,13114018.0,21856737361.77354,516553.0,district_top
haryana,2022,4,panipat,12217738.0,23682687583.53793,649292.0,district_top
haryana,2022,4,karnal,12214724.0,23383107604.30775,611868.0,district_top
haryana,2022,4,mewat,11181774.0,20507941017.88488,,district_top
himachal-pradesh,2018,1,solan,118881.0,146873607.4169529,50035.0,district_top
himachal-pradesh,2018,1,kangra,62061.0,83269925.3876329,39016.0,district_top
himachal-pradesh,2018,1,shimla,54161.0,84375526.97610706,28214.0,district_top
himachal-pradesh,2018,1,mandi,44169.0,50308276.313293405,26238.0,district_top
himachal-pradesh,2018,1,chamba,41138.0,69091183.95337541,8678.0,district_top
himachal-pradesh,2018,1,una,39070.0,48375221.95801557,13234.0,district_top
himachal-pradesh,2018,1,sirmaur,37721.0,43579534.40144637,15880.0,district_top
himachal-pradesh,2018,1,hamirpur,32709.0,37506250.25236499,15614.0,district_top
himachal-pradesh,2018,1,kullu,23978.0,36599342.90480824,15318.0,district_top
himachal-pradesh,2018,1,bilaspur,21880.0,20215586.70712164,11975.0,district_top
himachal-pradesh,2018,2,solan,166516.0,254576422.91686356,68950.0,district_top
himachal-pradesh,2018,2,kangra,97426.0,172859755.3158103,54828.0,district_top
himachal-pradesh,2018,2,shimla,82195.0,162202102.5969314,38590.0,district_top
himachal-pradesh,2018,2,mandi,58415.0,85994890.1558109,36126.0,district_top
himachal-pradesh,2018,2,chamba,55922.0,125825520.9471192,12259.0,district_top
himachal-pradesh,2018,2,sirmaur,53040.0,77059907.62248288,22379.0,district_top
himachal-pradesh,2018,2,una,51637.0,81025669.3259282,18691.0,district_top
himachal-pradesh,2018,2,hamirpur,41507.0,63207300.3000073,21374.0,district_top
himachal-pradesh,2018,2,kullu,39948.0,96624850.44143352,21077.0,district_top
himachal-pradesh,2018,2,bilaspur,30705.0,41392933.9580691,16531.0,district_top
himachal-pradesh,2018,3,solan,229164.0,373018057.43223625,88724.0,district_top
himachal-pradesh,2018,3,kangra,123560.0,243834956.63139293,71494.0,district_top
himachal-pradesh,2018,3,shimla,109765.0,261701779.3946317,49820.0,district_top
himachal-pradesh,2018,3,sirmaur,78762.0,124334576.9989431,28959.0,district_top
himachal-pradesh,2018,3,mandi,74604.0,128941896.3065133,45876.0,district_top
himachal-pradesh,2018,3,una,73766.0,150521417.2722559,24952.0,district_top
himachal-pradesh,2018,3,hamirpur,58022.0,90529572.1234664,27915.0,district_top
himachal-pradesh,2018,3,chamba,44858.0,190977335.4683498,16157.0,district_top
himachal-pradesh,2018,3,kullu,40813.0,95127772.88091436,26840.0,district_top
himachal-pradesh,2018,3,bilaspur,37993.0,56133326.96672872,21030.0,district_top
himachal-pradesh,2018,4,solan,347191.0,577618789.1056865,113278.0,district_top
himachal-pradesh,2018,4,kangra,187764.0,414603049.98790735,92887.0,district_top
himachal-pradesh,2018,4,shimla,156832.0,396860638.0464437,64640.0,district_top
himachal-pradesh,2018,4,sirmaur,122707.0,199344353.77429,38194.0,district_top
himachal-pradesh,2018,4,una,110312.0,222928340.6712972,32451.0,district_top
himachal-pradesh,2018,4,mandi,109661.0,203827486.0118657,58526.0,district_top
himachal-pradesh,2018,4,hamirpur,76300.0,146948802.4068125,35979.0,district_top
himachal-pradesh,2018,4,kullu,64285.0,157752014.91735,34719.0,district_top
himachal-pradesh,2018,4,chamba,63298.0,160650916.9830967,21538.0,district_top
himachal-pradesh,2018,4,bilaspur,51395.0,92955686.23996082,26517.0,district_top
himachal-pradesh,2019,1,solan,626201.0,733453989.2236599,139300.0,district_top
himachal-pradesh,2019,1,shimla,363648.0,708861957.1918447,80651.0,district_top
himachal-pradesh,2019,1,kangra,266655.0,478900506.53311074,115120.0,district_top
himachal-pradesh,2019,1,sirmaur,174812.0,238804557.77733693,47638.0,district_top
himachal-pradesh,2019,1,mandi,167637.0,287549707.5047521,72963.0,district_top
himachal-pradesh,2019,1,una,151550.0,232335414.52680328,40315.0,district_top
himachal-pradesh,2019,1,hamirpur,126323.0,189186708.125866,44206.0,district_top
himachal-pradesh,2019,1,chamba,104811.0,170503559.1379143,27481.0,district_top
himachal-pradesh,2019,1,kullu,92009.0,187262819.029819,43436.0,district_top
himachal-pradesh,2019,1,bilaspur,73141.0,109483745.6606721,32537.0,district_top
himachal-pradesh,2019,2,shimla,807095.0,1698682743.209046,96928.0,district_top
himachal-pradesh,2019,2,solan,481957.0,783011937.8847647,159989.0,district_top
himachal-pradesh,2019,2,kangra,295433.0,591536934.9504749,139517.0,district_top
himachal-pradesh,2019,2,mandi,245467.0,464902888.77251065,86701.0,district_top
himachal-pradesh,2019,2,hamirpur,150149.0,270178390.1615547,51669.0,district_top
himachal-pradesh,2019,2,kullu,129068.0,331174039.3782863,51977.0,district_top
himachal-pradesh,2019,2,sirmaur,127208.0,220885809.9785687,55409.0,district_top
himachal-pradesh,2019,2,una,105685.0,189321647.9190805,47644.0,district_top
himachal-pradesh,2019,2,bilaspur,68748.0,128917341.5279548,38131.0,district_top
himachal-pradesh,2019,2,chamba,62922.0,128008869.0060637,33377.0,district_top
himachal-pradesh,2019,3,shimla,695970.0,1981429213.702668,110575.0,district_top
himachal-pradesh,2019,3,solan,563580.0,919355818.0941983,178922.0,district_top
himachal-pradesh,2019,3,kangra,373339.0,645470163.0699662,160161.0,district_top
himachal-pradesh,2019,3,mandi,262386.0,545822136.934624,98589.0,district_top
himachal-pradesh,2019,3,hamirpur,187716.0,301844559.3146769,58950.0,district_top
himachal-pradesh,2019,3,sirmaur,154972.0,258531496.7275585,62048.0,district_top
himachal-pradesh,2019,3,kullu,146216.0,316994313.5845799,59192.0,district_top
himachal-pradesh,2019,3,una,134630.0,227364592.3232284,54164.0,district_top
himachal-pradesh,2019,3,bilaspur,88416.0,142694743.740106,43115.0,district_top
himachal-pradesh,2019,3,chamba,87489.0,151224161.2850334,37974.0,district_top
himachal-pradesh,2019,4,shimla,900252.0,2553513821.214033,124960.0,district_top
himachal-pradesh,2019,4,solan,693523.0,1168760137.463309,198962.0,district_top
himachal-pradesh,2019,4,kangra,492277.0,877780658.252526,181133.0,district_top
himachal-pradesh,2019,4,mandi,332554.0,678830304.0119475,111017.0,district_top
himachal-pradesh,2019,4,hamirpur,258323.0,429776009.8441242,66179.0,district_top
himachal-pradesh,2019,4,kullu,204518.0,442222672.1025748,66640.0,district_top
himachal-pradesh,2019,4,sirmaur,190673.0,324766028.2612977,69583.0,district_top
himachal-pradesh,2019,4,una,173510.0,293924768.3295568,61055.0,district_top
himachal-pradesh,2019,4,bilaspur,114888.0,204391757.7059823,48453.0,district_top
himachal-pradesh,2019,4,chamba,111755.0,196209094.0899575,43715.0,district_top
himachal-pradesh,2020,1,shimla,1115491.0,2725598845.039497,139890.0,district_top
himachal-pradesh,2020,1,solan,821088.0,1293083622.08358,220293.0,district_top
himachal-pradesh,2020,1,kangra,569437.0,836283217.4197669,205367.0,district_top
himachal-pradesh,2020,1,mandi,357222.0,582031760.1284182,124971.0,district_top
himachal-pradesh,2020,1,hamirpur,247878.0,312050564.786769,73945.0,district_top
himachal-pradesh,2020,1,kullu,245803.0,451467537.5665263,74668.0,district_top
himachal-pradesh,2020,1,sirmaur,240485.0,386990850.0342259,77972.0,district_top
himachal-pradesh,2020,1,una,208785.0,305641992.3840707,68564.0,district_top
himachal-pradesh,2020,1,bilaspur,144278.0,226926312.0178226,54024.0,district_top
himachal-pradesh,2020,1,chamba,139862.0,213171894.7803222,50169.0,district_top
himachal-pradesh,2020,2,shimla,1090361.0,2702081598.4635773,156539.0,district_top
himachal-pradesh,2020,2,solan,808170.0,1165900725.2493389,243732.0,district_top
himachal-pradesh,2020,2,kangra,800587.0,1148113744.701294,235773.0,district_top
himachal-pradesh,2020,2,mandi,476844.0,764632316.5536959,142668.0,district_top
himachal-pradesh,2020,2,hamirpur,283099.0,412476792.8843811,84216.0,district_top
himachal-pradesh,2020,2,sirmaur,281385.0,405760136.7626385,88117.0,district_top
himachal-pradesh,2020,2,una,271636.0,407244006.0493056,78363.0,district_top
himachal-pradesh,2020,2,kullu,211730.0,311597474.942107,82616.0,district_top
himachal-pradesh,2020,2,chamba,195242.0,282218981.7534903,58362.0,district_top
himachal-pradesh,2020,2,bilaspur,191375.0,284432330.0313782,61050.0,district_top
himachal-pradesh,2020,3,shimla,1285819.0,3273522193.695003,172418.0,district_top
himachal-pradesh,2020,3,solan,1025251.0,1684944862.952114,265701.0,district_top
himachal-pradesh,2020,3,kangra,874419.0,1454881898.970782,261293.0,district_top
himachal-pradesh,2020,3,mandi,510105.0,917547335.014626,158237.0,district_top
himachal-pradesh,2020,3,una,351065.0,649892231.6889068,86177.0,district_top
himachal-pradesh,2020,3,hamirpur,330684.0,570857451.2158681,93465.0,district_top
himachal-pradesh,2020,3,sirmaur,327646.0,558556837.731833,97464.0,district_top
himachal-pradesh,2020,3,kullu,256926.0,493361636.4825508,90699.0,district_top
himachal-pradesh,2020,3,chamba,219469.0,362005461.9674266,65214.0,district_top
himachal-pradesh,2020,3,bilaspur,202526.0,342802524.6465795,67233.0,district_top
himachal-pradesh,2020,4,shimla,1481567.0,3532549313.262061,189005.0,district_top
himachal-pradesh,2020,4,solan,1429031.0,2365446849.233446,289889.0,district_top
himachal-pradesh,2020,4,kangra,1184008.0,2119401487.87651,285210.0,district_top
himachal-pradesh,2020,4,mandi,671714.0,1247938155.797392,173403.0,district_top
himachal-pradesh,2020,4,kullu,468786.0,964080436.8492868,99814.0,district_top
himachal-pradesh,2020,4,una,449443.0,882226488.1512836,93778.0,district_top
himachal-pradesh,2020,4,sirmaur,443100.0,785448896.1147676,107144.0,district_top
himachal-pradesh,2020,4,hamirpur,431123.0,781165089.0953673,101825.0,district_top
himachal-pradesh,2020,4,chamba,304032.0,507880011.35891896,72124.0,district_top
himachal-pradesh,2020,4,bilaspur,275513.0,518335916.86632514,73296.0,district_top
himachal-pradesh,2021,1,shimla,1871647.0,3621617004.9139824,202911.0,district_top
himachal-pradesh,2021,1,solan,1415611.0,2334165842.866145,312360.0,district_top
himachal-pradesh,2021,1,kangra,1122291.0,2006571077.113485,306531.0,district_top
himachal-pradesh,2021,1,mandi,659769.0,1258330265.840951,186340.0,district_top
himachal-pradesh,2021,1,kullu,550514.0,1212317567.807122,107536.0,district_top
himachal-pradesh,2021,1,una,490374.0,941158055.3202168,100832.0,district_top
himachal-pradesh,2021,1,sirmaur,451501.0,789668056.651283,115705.0,district_top
himachal-pradesh,2021,1,hamirpur,416499.0,720857278.5633022,109372.0,district_top
himachal-pradesh,2021,1,chamba,273886.0,510880053.0153754,77599.0,district_top
himachal-pradesh,2021,1,bilaspur,256578.0,504967322.0491565,78663.0,district_top
himachal-pradesh,2021,2,shimla,2474329.0,4402623043.9412,218068.0,district_top
himachal-pradesh,2021,2,solan,1658067.0,2575741414.5946493,334716.0,district_top
himachal-pradesh,2021,2,kangra,1399606.0,2443026330.298203,329232.0,district_top
himachal-pradesh,2021,2,mandi,832152.0,1488270045.9430392,200277.0,district_top
himachal-pradesh,2021,2,una,634078.0,1174326754.652778,108338.0,district_top
himachal-pradesh,2021,2,sirmaur,567339.0,922354065.2120936,124764.0,district_top
himachal-pradesh,2021,2,hamirpur,551934.0,946105069.9392334,117381.0,district_top
himachal-pradesh,2021,2,kullu,510109.0,966612054.811816,115278.0,district_top
himachal-pradesh,2021,2,chamba,364270.0,617691720.4435453,83542.0,district_top
himachal-pradesh,2021,2,bilaspur,322915.0,613068902.4728887,84508.0,district_top
himachal-pradesh,2021,3,shimla,3421673.0,6296627879.774386,235163.0,district_top
himachal-pradesh,2021,3,solan,2183306.0,3233240074.927152,360324.0,district_top
himachal-pradesh,2021,3,kangra,1671112.0,2887492721.7433066,355274.0,district_top
himachal-pradesh,2021,3,mandi,945135.0,1753985903.702748,216188.0,district_top
himachal-pradesh,2021,3,una,799861.0,1417386870.9287388,116973.0,district_top
himachal-pradesh,2021,3,kullu,730794.0,1573258668.341754,124078.0,district_top
himachal-pradesh,2021,3,sirmaur,681413.0,1083275309.427523,134870.0,district_top
himachal-pradesh,2021,3,hamirpur,626711.0,1085444382.563747,126753.0,district_top
himachal-pradesh,2021,3,chamba,426381.0,769418422.8733866,90344.0,district_top
himachal-pradesh,2021,3,bilaspur,364475.0,689922524.099928,91291.0,district_top
himachal-pradesh,2021,4,shimla,3957985.0,7356261501.68967,251745.0,district_top
himachal-pradesh,2021,4,solan,2640011.0,3757890500.1969647,385901.0,district_top
himachal-pradesh,2021,4,kangra,2130139.0,3830143759.5993032,380492.0,district_top
himachal-pradesh,2021,4,mandi,1092862.0,2082662004.4459336,231360.0,district_top
himachal-pradesh,2021,4,kullu,1078809.0,2242410725.9330144,132702.0,district_top
himachal-pradesh,2021,4,una,1048351.0,1936766072.265212,125192.0,district_top
himachal-pradesh,2021,4,sirmaur,847647.0,1363383254.395041,144716.0,district_top
himachal-pradesh,2021,4,hamirpur,717321.0,1262408331.577743,135670.0,district_top
himachal-pradesh,2021,4,chamba,507614.0,926400609.5746634,96745.0,district_top
himachal-pradesh,2021,4,bilaspur,430870.0,844889571.9622382,97687.0,district_top
himachal-pradesh,2022,1,shimla,4441906.0,7362840550.605638,267642.0,district_top
himachal-pradesh,2022,1,solan,2993489.0,3959375876.029763,410487.0,district_top
himachal-pradesh,2022,1,kangra,2261593.0,3907092916.026638,405048.0,district_top
himachal-pradesh,2022,1,mandi,1201568.0,2151083001.502331,246307.0,district_top
himachal-pradesh,2022,1,una,1164923.0,2030776988.637524,133249.0,district_top
himachal-pradesh,2022,1,kullu,1100232.0,2108742823.139438,141024.0,district_top
himachal-pradesh,2022,1,sirmaur,962227.0,1517999108.530391,154267.0,district_top
himachal-pradesh,2022,1,hamirpur,751389.0,1264679768.734494,144434.0,district_top
himachal-pradesh,2022,1,chamba,544135.0,943937757.078062,103270.0,district_top
himachal-pradesh,2022,1,bilaspur,472169.0,885425010.4453133,104121.0,district_top
himachal-pradesh,2022,2,shimla,5875215.0,9396933042.155468,282560.0,district_top
himachal-pradesh,2022,2,solan,3773789.0,4536385240.1547575,433753.0,district_top
himachal-pradesh,2022,2,kangra,2984544.0,4846014285.107853,427676.0,district_top
himachal-pradesh,2022,2,kullu,1646598.0,3292385543.331986,148844.0,district_top
himachal-pradesh,2022,2,mandi,1587222.0,2699997310.198592,260233.0,district_top
himachal-pradesh,2022,2,una,1526243.0,2532127305.66458,140791.0,district_top
himachal-pradesh,2022,2,sirmaur,1196118.0,1742899000.9373982,163150.0,district_top
himachal-pradesh,2022,2,hamirpur,1002506.0,1538456707.4950671,152759.0,district_top
himachal-pradesh,2022,2,chamba,727701.0,1229468817.252565,109087.0,district_top
himachal-pradesh,2022,2,bilaspur,597379.0,1083546519.842294,110019.0,district_top
himachal-pradesh,2022,3,shimla,8892834.0,13349267759.063,296508.0,district_top
himachal-pradesh,2022,3,solan,4064523.0,4837968887.089856,457393.0,district_top
himachal-pradesh,2022,3,kangra,3342842.0,5121570350.61087,449619.0,district_top
himachal-pradesh,2022,3,mandi,1666670.0,2648674300.781836,273475.0,district_top
himachal-pradesh,2022,3,chamba,1270412.0,1872267055.918766,114576.0,district_top
himachal-pradesh,2022,3,sirmaur,1266132.0,1769419418.441324,171743.0,district_top
himachal-pradesh,2022,3,una,1233226.0,1928978517.800978,148148.0,district_top
himachal-pradesh,2022,3,kullu,1202861.0,2235782785.348035,156387.0,district_top
himachal-pradesh,2022,3,bilaspur,936750.0,1447420350.615079,115654.0,district_top
himachal-pradesh,2022,3,hamirpur,934529.0,1398047775.16803,160759.0,district_top
himachal-pradesh,2022,4,shimla,9603309.0,14161042549.70881,308448.0,district_top
himachal-pradesh,2022,4,kangra,4885938.0,7430861889.061211,468410.0,district_top
himachal-pradesh,2022,4,solan,4436709.0,5065290891.534374,479537.0,district_top
himachal-pradesh,2022,4,kullu,2047414.0,3429997134.811536,162922.0,district_top
himachal-pradesh,2022,4,mandi,1994054.0,3034367986.16156,284425.0,district_top
himachal-pradesh,2022,4,sirmaur,1454224.0,1991999745.957592,179223.0,district_top
himachal-pradesh,2022,4,una,1173607.0,1902311205.083898,154314.0,district_top
himachal-pradesh,2022,4,hamirpur,1161191.0,1732021206.6974392,167686.0,district_top
himachal-pradesh,2022,4,chamba,831315.0,1292196671.856883,118985.0,district_top
himachal-pradesh,2022,4,bilaspur,622642.0,1042618597.11583,120345.0,district_top
jammu-&-kashmir,2018,1,poonch,398963.0,509120439.3079825,,district_top
jammu-&-kashmir,2018,1,baramulla,83775.0,44215018.00395158,16299.0,district_top
jammu-&-kashmir,2018,1,jammu,81381.0,127452979.3587345,45294.0,district_top
jammu-&-kashmir,2018,1,anantnag,64478.0,24885721.23193979,11556.0,district_top
jammu-&-kashmir,2018,1,budgam,50748.0,36218453.70685134,11594.0,district_top
jammu-&-kashmir,2018,1,srinagar,47285.0,62676256.75828372,18233.0,district_top
jammu-&-kashmir,2018,1,bandipore,38208.0,11885513.90501034,,district_top
jammu-&-kashmir,2018,1,pulwama,35793.0,24777476.30844358,8441.0,district_top
jammu-&-kashmir,2018,1,kulgam,23587.0,9213671.326669725,,district_top
jammu-&-kashmir,2018,1,ganderbal,20571.0,9107649.670974826,,district_top
jammu-&-kashmir,2018,2,poonch,891298.0,1627868128.4895802,,district_top
jammu-&-kashmir,2018,2,baramulla,188100.0,100055918.3697798,25870.0,district_top
jammu-&-kashmir,2018,2,jammu,112434.0,232232787.923289,64681.0,district_top
jammu-&-kashmir,2018,2,srinagar,92244.0,140893315.7147601,27035.0,district_top
jammu-&-kashmir,2018,2,budgam,89823.0,77122240.27552341,17809.0,district_top
jammu-&-kashmir,2018,2,anantnag,70838.0,43529509.03427213,16373.0,district_top
jammu-&-kashmir,2018,2,bandipore,64888.0,26799256.94581057,,district_top
jammu-&-kashmir,2018,2,pulwama,54034.0,53382825.78039837,12218.0,district_top
jammu-&-kashmir,2018,2,ganderbal,41415.0,24295329.73840579,,district_top
jammu-&-kashmir,2018,2,kulgam,30822.0,17711007.62669557,,district_top
jammu-&-kashmir,2018,3,poonch,1189512.0,2093062576.187033,,district_top
jammu-&-kashmir,2018,3,baramulla,210619.0,195960360.057075,31069.0,district_top
jammu-&-kashmir,2018,3,srinagar,154314.0,270405876.7113263,35583.0,district_top
jammu-&-kashmir,2018,3,jammu,145123.0,376452715.050717,86877.0,district_top
jammu-&-kashmir,2018,3,bandipore,87129.0,60815662.86494814,,district_top
jammu-&-kashmir,2018,3,budgam,74691.0,120545227.1593945,22301.0,district_top
jammu-&-kashmir,2018,3,anantnag,69967.0,95642801.114756,20234.0,district_top
jammu-&-kashmir,2018,3,pulwama,65491.0,93861999.52986418,15427.0,district_top
